2023-06-08 17:42:45,,,
2023-06-08 17:49:55,6.8,,6
2023-06-08 17:50:04,6.15,,6
2023-06-08 17:50:13,7.20,,6
2023-06-08 17:50:23,31.31,,6
2023-06-08 17:51:19,5.94,24G,6
2023-06-08 17:51:31,13.90,24G,6
2023-06-08 17:51:43,17.58,24G,6
2023-06-08 17:51:54,9.19,24G,6
2023-06-08 17:52:06,9.84,24G,6
2023-06-08 17:52:18,21.25,24G,6
2023-06-08 17:52:25,6,25607553024,6
2023-06-08 17:52:33,32,25543409664,6
2023-06-08 17:52:42,13,25608577024,6
2023-06-08 17:52:50,8,25670619136,6
2023-06-08 17:52:59,19,25674502144,6
2023-06-08 17:53:07,33,25625182208,6
2023-06-08 17:53:43,6,456318976,6
2023-06-08 17:53:51,6,489910272,6
2023-06-08 17:53:59,6,489975808,6
2023-06-08 17:57:08,6,24G,6
2023-06-08 17:57:18,12,24G,6
2023-06-08 17:57:27,11,24G,6
2023-06-08 17:57:36,23,24G,6
2023-06-08 17:57:46,18,24G,6
2023-06-08 17:57:55,6,347070464,6
2023-06-08 17:58:03,7,353492992,6
2023-06-08 17:58:11,9,392675328,6
2023-06-08 17:58:19,18,1510137856,6
2023-06-08 17:58:27,37,1994211328,6
2023-06-08 17:58:35,12,2005028864,6
2023-06-08 17:58:43,21,2629832704,6
2023-06-08 17:58:51,41,2628501504,6
2023-06-08 17:58:59,12,2647470080,6
2023-06-08 17:59:07,17,2568511488,6
2023-06-08 17:59:15,11,2967945216,6
2023-06-08 17:59:23,12,3175133184,6
2023-06-08 17:59:30,7,3583455232,6
2023-06-08 17:59:38,6,3584970752,6
2023-06-08 18:00:13,9,3611447296,6
2023-06-08 18:00:21,16,3605159936,6
2023-06-08 18:00:29,6,3617751040,6
2023-06-08 18:00:36,5,3583062016,6
2023-06-08 18:00:43,20,3565080576,6
2023-06-08 18:00:50,5,5238231040,6
2023-06-08 18:00:57,27,5238829056,6
2023-06-08 18:01:04,6,5181333504,6
2023-06-08 18:01:11,6,5180796928,6
2023-06-08 18:02:26,7,20G,6
2023-06-08 18:02:34,18,20G,6
2023-06-08 18:02:42,13,20G,6
2023-06-08 18:02:50,29,20G,6
2023-06-08 18:03:00,53,20G,6
2023-06-08 18:03:09,16,21G,6
2023-06-08 18:03:18,23,21G,6
2023-06-08 18:03:27,6,21G,6
2023-06-08 18:03:36,15,21G,6
2023-06-08 18:05:29,7,21G,6
2023-06-08 18:05:37,18,21G,6
2023-06-08 18:05:52,21,21G,6
2023-06-08 18:07:40,25,20G,6
2023-06-08 18:07:49,31,21G,6
2023-06-08 18:07:57,16,20G,6
2023-06-08 18:09:00,11.6,20G,
2023-06-08 18:09:06,5.6,20G,
2023-06-08 18:14:10,5,3819290624,6
2023-06-08 18:14:17,6,3823747072,6
